amfi_code,cagr_pct,cumulative_return_pct,ann_volatility_pct,sharpe_computed,sortino_computed,max_drawdown_computed_pct,beta_computed,alpha_computed_pct
100016,2.637074367211101,12.133574709180795,14.54813480218387,-0.26552720917935285,-0.46255462880900805,-24.7344408806733,-0.05826843143880892,3.747580763443281
100025,4.458209619173137,21.155227249410082,3.9052455281001612,-0.5228327812259634,-0.8683116522361463,-4.308263824636346,-0.11301724095546037,5.001922645598618
100033,30.12315310072722,218.51422760063258,18.936710835214157,1.2474792114794448,2.086320941200177,-16.21720857464485,0.03102586633278662,26.334696263128325
101206,23.53836133468803,153.4562156095911,14.56821284745432,1.169557413328523,2.0489337937306438,-11.291596329323077,0.021086316250128034,21.399784776051213
101207,7.938764837247714,39.949602837173614,25.797322217077745,0.05577186752721396,0.09485348695306692,-35.44691649336603,-0.04860388402159108,11.969280859137323
101208,6.509026855465327,31.97532354062784,0.5064371352310744,0.017824236884225516,0.03673910743284866,-0.16224980244717319,-0.03017686549184379,6.278297803286876
102885,18.23237888770595,108.93941214694544,12.836628397860563,0.913976670825911,1.6059671637021653,-10.859862152502323,-0.0018841874054637143,16.99271155779475
102886,1.1717454918341197,5.259010566641931,18.13457629731129,-0.2938174248358849,-0.4956476988317663,-28.00112356639287,-0.049089958092348264,4.153932230532599
102887,16.84112024730753,98.33649182690722,15.758366917913,0.656230452125878,1.153275325714603,-21.53982711238323,-0.014987125347858739,16.583450347561502
118632,24.049492662391756,158.1025776312687,14.148352294996663,1.2403912693492833,2.1216371127613196,-17.41407508665723,-0.008353832126962031,21.829397904608644
118633,16.274217354504273,94.13736976407057,13.997213649186167,0.698297361137484,1.2494700134851449,-18.629743138595508,-0.036639006718609334,15.643835948169668
118634,16.373474033415757,94.86756883468675,25.241520946340458,0.3911600277338765,0.6507336595733066,-23.34488614483311,5.4048028870211473e-05,17.817740763310738
118635,15.957231179671737,91.81955445137689,12.983158874316313,0.7284229725001922,1.2467769549531402,-11.650624505409093,-0.013806609371555964,15.160602363545674
118636,5.316889625171273,25.59870098820529,3.985538155388261,-0.29685084641059517,-0.5106853188514479,-8.316361763638701,-0.00971407812220709,5.177879271581489
119092,6.367989237605243,31.208157618991095,13.950661341123844,-0.009462688482417346,-0.01616026170404445,-14.401617909337267,0.009730745001153628,6.899529821677549
119093,7.897557854375958,39.714688860190364,13.983295593638864,0.09994481236681578,0.17047848094310325,-21.75139637014823,0.02588321244009314,8.232801295222094
119094,28.214417193652032,198.46447337790968,19.407117423334714,1.1188893600212397,1.9097392260564974,-20.960883862039193,-0.03743664145919369,26.930226134902007
119095,1.5215045330823962,6.869457274606949,25.066580232600455,-0.1986108763429484,-0.33510406998951314,-51.67775370852657,-0.04557988150841553,5.78946407240237
119120,5.889418716346717,28.63065419052615,3.967062369033869,-0.15391270084870962,-0.2559378963499931,-4.328728923970098,-0.000934536476722186,5.610708607626391
119551,25.804686425584002,174.56091318290134,13.741434141879644,1.4048523775803927,2.4884900783587742,-15.012385498645333,-0.03175144113890976,23.201007160635083
119552,21.524235873769705,135.77273209694374,13.939367612717515,1.0778276526735986,1.8200974854168095,-11.8034935027643,-0.026159307513513412,19.86859936686296
119598,32.423536152454616,244.0435366035485,25.14057862438468,1.0311431785150131,1.8274369649130955,-28.706005721764555,-0.04755096959775994,31.511086447214538
119599,2.054484701809378,9.360074230352522,24.950125122855873,-0.1781760723162968,-0.29408189853152594,-52.574221170128496,0.011253156883734355,4.77843559081996
120503,18.785325598262204,113.27297047021298,13.88443751311978,0.884827029301941,1.4835695852083903,-13.897862823061635,-0.040268952369820595,17.703302365844074
120504,23.29511862010305,151.26788522862168,14.363780566736665,1.1692686714385505,2.056330773115029,-12.588275606922513,0.016232169761417028,21.19482701352573
120505,32.82740607461121,248.68405558172392,19.290949406318195,1.364754295918086,2.3468903759481203,-18.188513572116292,-0.0015796991881795045,29.3098928834847
120506,17.08486725575018,100.16337920258476,15.230516379673059,0.6949775694983624,1.1737516844033087,-19.82565826298267,0.05483477744880084,15.208781002518768
120507,7.237539728384412,35.99338850379377,0.4939126259512014,1.4932595152108565,3.1692956610475824,-0.09773140045925681,0.059502471997980075,6.367578499646262
120841,13.53221114899239,74.78692126146964,13.463795800784437,0.522305243858695,0.9114948309503783,-17.573614164687285,0.036356399022199795,13.042924450705446
120842,6.701543482038463,33.028095901105004,17.894715006571875,0.01126273773929598,0.018478850747552112,-24.003511326274882,-0.03507636077772988,8.850766988907456
120843,30.907454754005492,227.04780909220227,15.88698652360926,1.5363174581745993,2.779692293816684,-12.97396816518679,-0.02494529798725819,27.794286846979205
120844,6.915272985067156,34.20445900088151,0.5133170487371138,0.80899901160273,1.7112381622283483,-0.11629327956168764,0.02380444138996716,6.303516391999631
125497,19.017795344711462,115.11548006469047,14.66886675239951,0.8533580375364594,1.463697094843898,-15.200013055606393,0.04882040425957738,17.729754927531765
125498,11.301817123279978,60.17590599752203,18.35243008733579,0.26164475769306983,0.44285737725989754,-21.117279560132122,0.05923429085211692,10.343819917699127
148567,30.974107501859027,227.78108336631013,14.193706754620353,1.7242928802859891,2.840278040891124,-11.26572907502827,0.023683558075848602,26.98375144191807
148568,22.516869007113847,144.36430502511425,15.429144469823298,1.0380918422560652,1.8298156566859958,-15.27259422823477,0.012593548018602081,20.52220141536985
148569,31.94952310833252,238.6580971519645,17.674006691346698,1.4399407872122605,2.5033231556916005,-16.396742946932633,0.038195190019218415,27.50842673868333
149322,13.393275924001857,73.8477941499083,14.353859818510518,0.48023848714980444,0.7887372373407131,-14.844576917771747,-0.004050271130006494,13.173190226099432
149323,29.581086910433996,212.7175888517019,17.746159397550844,1.3006243431815125,2.1541869228368458,-17.24810575345138,-0.01137447240423266,26.91209965209817
149324,32.287440451573616,242.49057925060052,24.8402050052421,1.0381331573604813,1.7704447218233506,-31.17190030063422,0.0285499975256713,29.345320520787883
